image_id,box
000000393922,"[0.53125, 0.46875, 0.715625, 0.5645833333333333]"
000000393943,"[0.1515625, 0.4812206572769953, 0.184375, 0.5211267605633803]"
000000393945,"[0.4046875, 0.69375, 0.471875, 0.75]"
000000393954,"[0.515625, 0.5925058548009368, 0.690625, 0.6510538641686182]; [0.48125, 0.5011709601873536, 0.6, 0.5737704918032787]; [0.48125, 0.5011709601873536, 0.6, 0.5737704918032787]; [0.534375, 0.6416861826697893, 0.6828125, 0.6885245901639344]; [0.4953125, 0.5480093676814989, 0.6984375, 0.5925058548009368]"
000000393985,"[0.903125, 0.38875878220140514, 0.975, 0.44730679156908665]"
000000394008,"[0.24235294117647058, 0.76875, 0.56, 0.8640625]; [0.40941176470588236, 0.6984375, 0.6658823529411765, 0.8078125]; [0.2988235294117647, 0.7890625, 0.4988235294117647, 0.8765625]"
000000394065,"[0.5703125, 0.38333333333333336, 0.7046875, 0.45625]; [0.30625, 0.30416666666666664, 0.375, 0.34791666666666665]"
000000394126,"[0.7537537537537538, 0.612, 0.8828828828828829, 0.668]; [0.7537537537537538, 0.586, 0.8858858858858859, 0.616]"
000000394209,"[0.6145833333333334, 0.909375, 0.8708333333333333, 0.946875]"
000000394248,"[0.5995316159250585, 0.3515625, 0.6744730679156908, 0.39375]"
000000394283,"[0.603125, 0.5291666666666667, 0.6953125, 0.5958333333333333]"
000000394286,"[0.22716627634660422, 0.2875, 0.39344262295081966, 0.35625]"
000000394393,"[0.571875, 0.24233983286908078, 0.703125, 0.45125348189415043]; [0.59375, 0.181058495821727, 0.671875, 0.24233983286908078]"
000000394412,"[0.328125, 0.44366197183098594, 0.49375, 0.528169014084507]; [0.1015625, 0.8943661971830986, 0.1390625, 0.9389671361502347]"
000000394415,"[0.458, 0.4826666666666667, 0.606, 0.5813333333333334]"
000000394436,"[0.5, 0.6854166666666667, 0.55625, 0.7520833333333333]; [0.471875, 0.46458333333333335, 0.5453125, 0.54375]; [0.3203125, 0.22083333333333333, 0.3734375, 0.26666666666666666]"
000000394501,"[0.7112676056338029, 0.025, 0.8145539906103286, 0.065625]; [0.06572769953051644, 0.3203125, 0.19248826291079812, 0.365625]; [0.2136150234741784, 0.0640625, 0.8028169014084507, 0.1]; [0.15258215962441316, 0.440625, 0.25821596244131456, 0.48125]; [0.3873239436619718, 0.4328125, 0.4671361502347418, 0.4546875]; [0.20422535211267606, 0.09375, 0.3615023474178404, 0.153125]; [0.6267605633802817, 0.175, 0.7276995305164319, 0.2390625]; [0.5093896713615024, 0.5125, 0.5633802816901409, 0.5328125]"
000000394518,"[0.1390625, 0.2523364485981308, 0.21875, 0.3107476635514019]; [0.6578125, 0.08411214953271028, 0.7703125, 0.15186915887850466]; [0.35625, 0.19626168224299065, 0.40625, 0.2383177570093458]; [0.5, 0.12383177570093458, 0.61875, 0.205607476635514]; [0.5, 0.12383177570093458, 0.61875, 0.205607476635514]; [0, 0.28738317757009346, 0.071875, 0.34579439252336447]; [0.240625, 0.25, 0.2984375, 0.2897196261682243]; [0.8390625, 0.04439252336448598, 0.9578125, 0.10046728971962617]; [0.440625, 0.16822429906542055, 0.478125, 0.2102803738317757]; [0.903125, 0.04205607476635514, 0.965625, 0.08177570093457943]"
000000394529,"[0.366, 0.28700906344410876, 0.45, 0.3716012084592145]"
000000394539,"[0.1859375, 0.4238875878220141, 0.2890625, 0.5433255269320844]"
000000394554,"[0.4015625, 0.21041666666666667, 0.84375, 0.2520833333333333]"
000000394739,"[0.28541666666666665, 0.0625, 0.56875, 0.221875]; [0.49166666666666664, 0.309375, 0.5791666666666667, 0.3546875]; [0.4375, 0.1125, 0.5458333333333333, 0.1859375]; [0.29791666666666666, 0.1859375, 0.4125, 0.253125]; [0.35208333333333336, 0.1828125, 0.425, 0.228125]; [0.56875, 0.4921875, 0.7208333333333333, 0.590625]; [0.5166666666666667, 0.10625, 0.5666666666666667, 0.140625]; [0.2833333333333333, 0.1296875, 0.43125, 0.228125]"
000000394756,"[0.725, 0.22708333333333333, 0.9859375, 0.32083333333333336]"
000000394766,"[0.14375, 0.6125, 0.2671875, 0.75]; [0.2765625, 0.5791666666666667, 0.74375, 0.6395833333333333]; [0.6609375, 0.5541666666666667, 0.7109375, 0.6125]; [0.2984375, 0.5770833333333333, 0.3359375, 0.61875]"
000000394776,"[0.55625, 0.63125, 0.6203125, 0.6625]; [0.5796875, 0.21666666666666667, 0.6546875, 0.25625]"
000000394783,"[0.32266666666666666, 0.394, 0.696, 0.558]; [0.42933333333333334, 0.572, 0.7093333333333334, 0.672]; [0.48533333333333334, 0.536, 0.6906666666666667, 0.62]; [0.30666666666666664, 0.556, 0.44, 0.626]; [0.32, 0.504, 0.504, 0.586]"
000000394784,"[0.5161290322580645, 0.115625, 0.8911290322580645, 0.275]; [0.016129032258064516, 0.184375, 0.2217741935483871, 0.2984375]"
000000394793,"[0.6317991631799164, 0.075, 0.9393305439330544, 0.2109375]; [0.7112970711297071, 0.3328125, 0.7866108786610879, 0.3875]; [0.8138075313807531, 0.7546875, 0.9246861924686193, 0.809375]; [0.07531380753138076, 0.1828125, 0.2384937238493724, 0.2515625]; [0.8200836820083682, 0.7609375, 0.8640167364016736, 0.7875]"
000000394806,"[0.0078125, 0.8520833333333333, 0.115625, 0.9916666666666667]"
000000394866,"[0.64375, 0.19791666666666666, 0.784375, 0.2833333333333333]"
000000394879,"[0.6979166666666666, 0.971875, 0.7770833333333333, 0.9921875]; [0.37083333333333335, 0.94375, 0.4895833333333333, 0.971875]"
000000394970,"[0.4375, 0.8895833333333333, 0.55625, 0.9458333333333333]; [0.1296875, 0.8958333333333334, 0.865625, 0.9416666666666667]"
000000394972,"[0.6109375, 0.7921875, 0.6890625, 0.8703125]; [0.565625, 0.840625, 0.6375, 0.909375]; [0.6890625, 0.7140625, 0.7828125, 0.803125]"
000000394992,"[0.7171875, 0.07966101694915254, 0.8375, 0.1288135593220339]; [0.7171875, 0.01864406779661017, 0.8421875, 0.07288135593220339]; [0.0203125, 0.8322033898305085, 0.96875, 0.8779661016949153]; [0.0296875, 0.023728813559322035, 0.6953125, 0.11864406779661017]; [0.0265625, 0.8661016949152542, 0.925, 0.9169491525423729]; [0.01875, 0.9440677966101695, 0.65625, 0.9966101694915255]; [0.01875, 0.9084745762711864, 0.896875, 0.9610169491525423]; [0.3359375, 0.6135593220338983, 0.4140625, 0.6559322033898305]; [0.0375, 0.011864406779661017, 0.6828125, 0.1271186440677966]; [0.1375, 0.9491525423728814, 0.6546875, 0.9932203389830508]; [0.1375, 0.9491525423728814, 0.6546875, 0.9932203389830508]; [0.096875, 0.3474576271186441, 0.1765625, 0.3864406779661017]"
000000395030,"[0.0734375, 0.1125, 0.225, 0.30625]; [0.1609375, 0.09166666666666666, 0.253125, 0.20833333333333334]; [0.4671875, 0.04375, 0.55, 0.12291666666666666]; [0.1640625, 0.18125, 0.296875, 0.2375]; [0.003125, 0.29583333333333334, 0.0953125, 0.4]"
000000395039,"[0.425, 0.5690866510538641, 0.546875, 0.667447306791569]"
000000395040,"[0.3609375, 0.28, 0.4046875, 0.3176470588235294]"
000000395050,"[0.2859375, 0.08118811881188119, 0.425, 0.10891089108910891]"
000000395178,"[0.3625, 0.06807511737089202, 0.7796875, 0.2699530516431925]; [0.53125, 0.2323943661971831, 0.7671875, 0.4061032863849765]; [0.53125, 0.2323943661971831, 0.7671875, 0.4061032863849765]; [0, 0.3192488262910798, 0.21875, 0.45539906103286387]; [0, 0.035211267605633804, 0.246875, 0.3474178403755869]"
000000395192,"[0.7078125, 0.7570093457943925, 0.8453125, 0.8481308411214953]; [0.59375, 0.719626168224299, 0.6515625, 0.7733644859813084]; [0.846875, 0.6588785046728972, 0.9625, 0.7242990654205608]; [0.6703125, 0.5887850467289719, 0.784375, 0.6635514018691588]; [0.634375, 0.8457943925233645, 0.69375, 0.9065420560747663]; [0.79375, 0.8014018691588785, 0.8421875, 0.8504672897196262]; [0.6109375, 0.8084112149532711, 0.6890625, 0.9135514018691588]"
000000395204,"[0.7057057057057057, 0.188, 0.8408408408408409, 0.242]; [0.3633633633633634, 0.64, 0.7237237237237237, 0.754]"
000000395216,"[0.8921875, 0.8990610328638498, 0.9671875, 0.960093896713615]"
000000395242,"[0.3419811320754717, 0.4671875, 0.4386792452830189, 0.50625]"
000000395269,"[0.375, 0.1203125, 0.5444444444444444, 0.171875]; [0.23333333333333334, 0.021875, 0.5666666666666667, 0.0671875]; [0.18055555555555555, 0.1375, 0.3527777777777778, 0.234375]"
000000395292,"[0.409375, 0.6625, 0.4828125, 0.7270833333333333]; [0.415625, 0.6041666666666666, 0.4921875, 0.6729166666666667]"
000000395314,"[0.2546875, 0.79375, 0.34375, 0.8291666666666667]"
000000395318,"[0.546, 0.3652694610778443, 0.628, 0.46407185628742514]"
000000395339,"[0.859375, 0.10473815461346633, 0.9734375, 0.14962593516209477]"
000000395340,"[0.3546875, 0.46458333333333335, 0.5609375, 0.49166666666666664]"
000000395445,"[0.4453125, 0.5041666666666667, 0.5015625, 0.55]; [0.11875, 0.7354166666666667, 0.1796875, 0.7666666666666667]"
000000395469,"[0.303125, 0.37083333333333335, 0.603125, 0.42291666666666666]; [0.35, 0.37916666666666665, 0.721875, 0.4270833333333333]"
000000395473,"[0.6164705882352941, 0.96875, 0.9976470588235294, 0.9984375]"
000000395498,"[0.6666666666666666, 0.36, 0.9180790960451978, 0.458]"
000000395500,"[0.6515625, 0.35625, 0.7109375, 0.39166666666666666]"
000000395520,"[0.8807157057654076, 0.3015625, 0.9423459244532804, 0.325]; [0.22465208747514911, 0.69375, 0.3558648111332008, 0.75]"
000000395527,"[0.1734375, 0.5520833333333334, 0.2515625, 0.61875]; [0.1734375, 0.5520833333333334, 0.2515625, 0.61875]; [0.1796875, 0.5166666666666667, 0.23125, 0.5729166666666666]"
000000395560,"[0.171875, 0.9288702928870293, 0.84375, 0.9686192468619247]"
000000395614,"[0.052, 0.012048192771084338, 0.286, 0.0963855421686747]; [0.344, 0.03313253012048193, 0.386, 0.08433734939759036]"
000000395716,"[0.044444444444444446, 0.828125, 0.29444444444444445, 0.9203125]"
000000395742,"[0.06560636182902585, 0.909375, 0.9542743538767395, 0.953125]; [0.10139165009940358, 0.4, 0.47912524850894633, 0.65625]"
000000395765,"[0.5375, 0.7333333333333333, 0.7546875, 0.9541666666666667]"
000000395775,"[0.8703125, 0.05043859649122807, 0.9578125, 0.1162280701754386]"
000000395791,"[0.740625, 0.02512562814070352, 0.9359375, 0.09212730318257957]; [0.7328125, 0, 0.91875, 0.05527638190954774]; [0.8046875, 0.04355108877721943, 0.90625, 0.11390284757118928]"
000000395828,"[0.484375, 0.5, 0.6609375, 0.5584112149532711]; [0.5640625, 0.5957943925233645, 0.603125, 0.633177570093458]"
000000395851,"[0.7421875, 0.3967136150234742, 0.815625, 0.4413145539906103]"
000000395853,"[0.1046875, 0.9562363238512035, 0.5203125, 0.9978118161925602]"
000000395888,"[0.06458333333333334, 0.48125, 0.13958333333333334, 0.5046875]; [0.07708333333333334, 0.496875, 0.13958333333333334, 0.5171875]"
000000395920,"[0.4015625, 0.7194444444444444, 0.4734375, 0.7611111111111111]"
000000395957,"[0.30625, 0.5081967213114754, 0.371875, 0.5526932084309133]; [0.30625, 0.5081967213114754, 0.371875, 0.5526932084309133]"
000000396030,"[0.3875, 0.6, 0.45, 0.6375]; [0.3765625, 0.6520833333333333, 0.4765625, 0.6916666666666667]; [0.390625, 0.5791666666666667, 0.45, 0.6125]; [0.3609375, 0.6291666666666667, 0.4875, 0.66875]; [0.1203125, 0.5395833333333333, 0.1578125, 0.5770833333333333]; [0.1109375, 0.5104166666666666, 0.1546875, 0.5604166666666667]"
000000396080,"[0.556, 0.32085561497326204, 0.676, 0.40641711229946526]; [0.744, 0, 0.892, 0.12566844919786097]; [0.538, 0.5641711229946524, 0.66, 0.6417112299465241]; [0.576, 0.713903743315508, 0.668, 0.7780748663101604]; [0.456, 0, 0.604, 0.06951871657754011]"
000000396082,"[0.22822822822822822, 0.904, 0.5435435435435435, 0.95]; [0.5405405405405406, 0.868, 0.8228228228228228, 0.968]"
000000396112,"[0.6752941176470588, 0.9375, 0.9858823529411764, 0.9890625]"
000000396136,"[0.5140625, 0.46604215456674475, 0.584375, 0.5339578454332553]; [0.3578125, 0.30210772833723654, 0.565625, 0.36533957845433257]; [0.496875, 0.5761124121779859, 0.55625, 0.6346604215456675]"
000000396137,"[0.165625, 0.7916666666666666, 0.2609375, 0.8416666666666667]"
000000396159,"[0.2671875, 0.5539906103286385, 0.9984375, 0.5985915492957746]; [0.440625, 0.5164319248826291, 0.521875, 0.5704225352112676]; [0.365625, 0.4460093896713615, 0.4640625, 0.4859154929577465]; [0.63125, 0.4107981220657277, 0.6671875, 0.4460093896713615]; [0.49375, 0.431924882629108, 0.571875, 0.4694835680751174]; [0.121875, 0.36384976525821594, 0.1765625, 0.4131455399061033]"
000000396179,"[0.024, 0.09686609686609686, 0.084, 0.13675213675213677]; [0.57, 0.6410256410256411, 0.606, 0.6752136752136753]; [0.096, 0.09971509971509972, 0.13, 0.1339031339031339]; [0.096, 0.09971509971509972, 0.13, 0.1339031339031339]"
000000396213,"[0.7171875, 0.49583333333333335, 0.7734375, 0.5625]"
000000396257,"[0, 0.4918032786885246, 0.0515625, 0.531615925058548]; [0.25, 0.6018735362997658, 0.35, 0.6557377049180327]; [0.0015625, 0.7868852459016393, 0.0625, 0.8407494145199064]; [0.0078125, 0.5690866510538641, 0.153125, 0.6533957845433255]"
000000396284,"[0.282, 0.17066666666666666, 0.834, 0.248]; [0.278, 0.288, 0.34, 0.33066666666666666]; [0.278, 0.27466666666666667, 0.352, 0.30933333333333335]"
000000396287,"[0.015625, 0.5208333333333334, 0.053125, 0.5458333333333333]; [0.209375, 0.23125, 0.7328125, 0.29375]; [0.5375, 0.53125, 0.671875, 0.5958333333333333]"
000000396303,"[0.2003780718336484, 0.05625, 0.4120982986767486, 0.1828125]"
000000396321,"[0.4890625, 0.32708333333333334, 0.9953125, 0.47291666666666665]; [0.1421875, 0.40208333333333335, 0.2328125, 0.47708333333333336]; [0.1203125, 0.2791666666666667, 0.2125, 0.33541666666666664]; [0.1203125, 0.2791666666666667, 0.2125, 0.33541666666666664]; [0, 0.21875, 0.0796875, 0.3104166666666667]; [0.2078125, 0.575, 0.2859375, 0.6333333333333333]; [0.1015625, 0.5395833333333333, 0.1859375, 0.6291666666666667]"
000000396330,"[0.09375, 0.89375, 0.2078125, 0.9333333333333333]; [0.2328125, 0.45416666666666666, 0.35, 0.5125]; [0.23125, 0.45625, 0.28125, 0.5083333333333333]"
000000396415,"[0.6604215456674473, 0.171875, 0.8266978922716628, 0.221875]; [0.3700234192037471, 0.34375, 0.6744730679156908, 0.4171875]; [0.3700234192037471, 0.34375, 0.6744730679156908, 0.4171875]; [0.3700234192037471, 0.34375, 0.6744730679156908, 0.4171875]; [0.3840749414519906, 0.4125, 0.6791569086651054, 0.48125]"
000000396418,"[0.4332552693208431, 0.5671875, 0.5573770491803278, 0.590625]; [0.4028103044496487, 0.4828125, 0.5995316159250585, 0.5484375]; [0.02576112412177986, 0.3578125, 0.09133489461358314, 0.3921875]"
000000396420,"[0.664, 0.7696335078534031, 0.746, 0.819371727748691]"
000000396455,"[0.336, 0.742, 0.44533333333333336, 0.816]; [0.26666666666666666, 0.67, 0.41333333333333333, 0.766]; [0.31733333333333336, 0.734, 0.4106666666666667, 0.794]"
000000396467,"[0.1171875, 0.9330543933054394, 0.2015625, 1]; [0.8375, 0.7489539748953975, 0.921875, 0.8284518828451883]; [0.0046875, 0.5899581589958159, 0.0515625, 0.6485355648535565]; [0.0109375, 0.7510460251046025, 0.415625, 0.8514644351464435]; [0.0171875, 0.50418410041841, 0.0765625, 0.5815899581589958]; [0.0078125, 0.3891213389121339, 0.0546875, 0.44142259414225943]"
000000396495,"[0.19327731092436976, 0.32, 0.38935574229691877, 0.384]; [0.22969187675070027, 0.354, 0.3557422969187675, 0.382]"
000000396528,"[0.43125, 0.209375, 0.63125, 0.2515625]; [0.42916666666666664, 0.175, 0.6270833333333333, 0.2171875]"
000000396534,"[0.565625, 0.5292740046838408, 0.596875, 0.5667447306791569]; [0.5671875, 0.5058548009367682, 0.5953125, 0.5386416861826698]"
000000396536,"[0.16875, 0.2857142857142857, 0.26875, 0.39344262295081966]; [0.175, 0.3864168618266979, 0.2578125, 0.4238875878220141]; [0.228125, 0.4496487119437939, 0.321875, 0.5152224824355972]; [0.321875, 0.5526932084309133, 0.4375, 0.6252927400468384]; [0.30625, 0.46604215456674475, 0.4140625, 0.5339578454332553]; [0.28125, 0.24121779859484777, 0.3359375, 0.30679156908665106]; [0.25, 0.27634660421545665, 0.290625, 0.32786885245901637]; [0.34375, 0.3770491803278688, 0.39375, 0.4379391100702576]; [0.1640625, 0.20140515222482436, 0.240625, 0.24824355971896955]"
000000396581,"[0.242, 0.336, 0.398, 0.41333333333333333]"
000000396636,"[0.7854166666666667, 0.790625, 0.95, 0.8765625]; [0.8416666666666667, 0.865625, 0.9375, 0.8875]"
000000396638,"[0.50625, 0.5270833333333333, 0.69375, 0.5645833333333333]"
000000396642,"[0.19166666666666668, 0.371875, 0.275, 0.4203125]; [0.42083333333333334, 0.43125, 0.5479166666666667, 0.5046875]"
000000396661,"[0.83125, 0.8844339622641509, 0.90625, 0.9221698113207547]"
000000396663,"[0.2609375, 0.5456674473067916, 0.43125, 0.5901639344262295]; [0.29375, 0.7915690866510539, 0.378125, 0.8430913348946136]"
000000396677,"[0.858, 0.9309309309309309, 0.976, 0.9669669669669669]"
000000396703,"[0.0921875, 0.4166666666666667, 0.1984375, 0.45625]; [0.1421875, 0.46041666666666664, 0.55, 0.5145833333333333]"
000000396762,"[0.346875, 0.7600849256900213, 0.446875, 0.8067940552016986]; [0.346875, 0.7537154989384289, 0.3875, 0.7898089171974523]; [0.384375, 0.7261146496815286, 0.4703125, 0.772823779193206]"
000000396765,"[0.4421875, 0.5458333333333333, 0.625, 0.7354166666666667]; [0.7125, 0.19166666666666668, 0.8765625, 0.24791666666666667]; [0.7125, 0.21458333333333332, 0.840625, 0.25416666666666665]; [0.546875, 0.6791666666666667, 0.6171875, 0.74375]; [0.7859375, 0.1875, 0.84375, 0.21666666666666667]; [0.45625, 0.6125, 0.5328125, 0.7041666666666667]"
000000396775,"[0.571875, 0.8860103626943006, 0.684375, 0.9654576856649395]; [0.65, 0.7167530224525043, 0.715625, 0.7547495682210709]; [0.675, 0.7150259067357513, 0.7140625, 0.7443868739205527]"
000000396793,"[0.046875, 0.14285714285714285, 0.359375, 0.22716627634660422]; [0, 0.2716627634660422, 0.2265625, 0.3700234192037471]; [0.609375, 0.936768149882904, 0.9765625, 0.9695550351288056]; [0, 0.37236533957845436, 0.253125, 0.48711943793911006]; [0, 0.39344262295081966, 0.1234375, 0.48243559718969553]"
000000396862,"[0.0296875, 0.3598130841121495, 0.0703125, 0.4135514018691589]"
000000396882,"[0.38125, 0.3890625, 0.6375, 0.428125]; [0.4041666666666667, 0.5296875, 0.6479166666666667, 0.5625]; [0.4, 0.3671875, 0.61875, 0.396875]; [0.38958333333333334, 0.55625, 0.6645833333333333, 0.590625]; [0.38958333333333334, 0.55625, 0.6645833333333333, 0.590625]; [0.18125, 0.2140625, 0.2833333333333333, 0.259375]; [0.9416666666666667, 0.784375, 1, 0.8140625]; [0.46875, 0.334375, 0.5458333333333333, 0.3640625]"
000000396896,"[0.3640625, 0.2535612535612536, 0.4515625, 0.33618233618233617]"
000000396934,"[0.6921875, 0.33489461358313816, 0.8015625, 0.41451990632318503]; [0.6109375, 0.3700234192037471, 0.7, 0.4379391100702576]; [0.9015625, 0.33021077283372363, 0.9875, 0.38875878220140514]; [0.896875, 0.28805620608899296, 0.9984375, 0.3559718969555035]; [0.625, 0.4707259953161593, 0.74375, 0.5480093676814989]; [0.1609375, 0.06791569086651054, 0.2390625, 0.14988290398126464]"
000000396977,"[0, 0.8802816901408451, 0.6234375, 0.9694835680751174]; [0.3921875, 0.44366197183098594, 0.6234375, 0.6408450704225352]"
000000396998,"[0.6957364341085271, 0.3203125, 0.8468992248062015, 0.3734375]"
000000397004,"[0.4041666666666667, 0.19375, 0.5583333333333333, 0.3109375]"
000000397034,"[0.678, 0.581453634085213, 0.776, 0.6390977443609023]; [0.678, 0.5413533834586466, 0.778, 0.606516290726817]"
000000397036,"[0.4496487119437939, 0.09375, 0.6042154566744731, 0.1265625]; [0.9016393442622951, 0.4328125, 0.9953161592505855, 0.4671875]; [0.9508196721311475, 0.4296875, 1, 0.4609375]; [0.5480093676814989, 0.0953125, 0.6370023419203747, 0.14375]"
000000397044,"[0.646, 0.47, 0.868, 0.6425]"
000000397058,"[0.284375, 0.6379310344827587, 0.35625, 0.7392241379310345]; [0.60625, 0.6831896551724138, 0.675, 0.7306034482758621]; [0.684375, 0.7780172413793104, 0.715625, 0.8103448275862069]; [0.3046875, 0.6831896551724138, 0.396875, 0.8081896551724138]; [0.621875, 0.7435344827586207, 0.709375, 0.8060344827586207]; [0.621875, 0.7435344827586207, 0.66875, 0.7887931034482759]; [0.34375, 0.7392241379310345, 0.4109375, 0.8297413793103449]"
000000397064,"[0.4140625, 0.20833333333333334, 0.5359375, 0.2916666666666667]; [0.3296875, 0.32916666666666666, 0.4453125, 0.41875]; [0.29375, 0.17708333333333334, 0.4109375, 0.24791666666666667]; [0.0015625, 0.2916666666666667, 0.19375, 0.43333333333333335]; [0.375, 0.41458333333333336, 0.4421875, 0.48541666666666666]"
000000397184,"[0.7140625, 0.1756440281030445, 0.909375, 0.4028103044496487]; [0.3703125, 0.7049180327868853, 0.5765625, 0.9039812646370023]"
000000397187,"[0.49375, 0.5526932084309133, 0.6421875, 0.5878220140515222]; [0.2390625, 0.4847775175644028, 0.340625, 0.5456674473067916]; [0.2703125, 0.4496487119437939, 0.3453125, 0.5011709601873536]; [0.4546875, 0.34660421545667447, 0.5484375, 0.45433255269320844]; [0.1515625, 0.5128805620608899, 0.7, 0.5714285714285714]; [0.3328125, 0.3981264637002342, 0.421875, 0.48009367681498827]; [0.2875, 0.3325526932084309, 0.378125, 0.4168618266978923]; [0.3359375, 0.47540983606557374, 0.3984375, 0.5199063231850117]; [0.3625, 0.37236533957845436, 0.421875, 0.44028103044496486]; [0.3015625, 0.3793911007025761, 0.38125, 0.4613583138173302]; [0.7265625, 0.5386416861826698, 0.78125, 0.5901639344262295]"
000000397190,"[0.384375, 0.3591549295774648, 0.46875, 0.4225352112676056]; [0.3625, 0.29577464788732394, 0.4640625, 0.36384976525821594]; [0.496875, 0.25821596244131456, 0.5875, 0.3145539906103286]; [0.1953125, 0.3873239436619718, 0.396875, 0.6244131455399061]"
000000397207,"[0, 0.4, 0.046, 0.448]; [0.202, 0.416, 0.35, 0.5173333333333333]"
000000397210,"[0.9515625, 0.6083333333333333, 0.98125, 0.6527777777777778]; [0.3609375, 0.30833333333333335, 0.6671875, 0.4722222222222222]; [0.1640625, 0.3277777777777778, 0.353125, 0.4527777777777778]"
000000397219,"[0.3421875, 0.30833333333333335, 0.4328125, 0.3625]"
000000397315,"[0.106, 0.09324009324009325, 0.492, 0.4195804195804196]; [0.054, 0.17715617715617715, 0.242, 0.36363636363636365]; [0.192, 0.2703962703962704, 0.414, 0.4801864801864802]; [0.692, 0.7948717948717948, 0.93, 0.8648018648018648]; [0.134, 0, 0.492, 0.2913752913752914]; [0.57, 0.24708624708624707, 0.834, 0.34032634032634035]; [0.36, 0.38694638694638694, 0.536, 0.5594405594405595]; [0.824, 0.2727272727272727, 0.988, 0.3356643356643357]; [0.834, 0.23076923076923078, 1, 0.30536130536130535]; [0.222, 0.5151515151515151, 0.28, 0.578088578088578]; [0.68, 0.8484848484848485, 0.844, 0.9020979020979021]; [0.68, 0.8484848484848485, 0.844, 0.9020979020979021]; [0.758, 0.8554778554778555, 0.916, 0.9090909090909091]"
000000397349,"[0.3140625, 0.09601873536299765, 0.5890625, 0.2786885245901639]; [0.3296875, 0.2224824355971897, 0.4140625, 0.3044496487119438]; [0.721875, 0.10304449648711944, 0.8421875, 0.2224824355971897]; [0.3453125, 0.05152224824355972, 0.4390625, 0.1288056206088993]; [0.7875, 0.08665105386416862, 0.840625, 0.14988290398126464]"
000000397365,"[0.5, 0.016632016632016633, 0.746875, 0.2577962577962578]; [0.240625, 0.2598752598752599, 0.3140625, 0.34303534303534305]"
000000397388,"[0.019522776572668113, 0.9359375, 0.4750542299349241, 0.990625]"
000000397445,"[0.6703125, 0.5737704918032787, 0.7546875, 0.6323185011709602]; [0.671875, 0.48711943793911006, 0.7375, 0.5433255269320844]; [0.5671875, 0.5245901639344263, 0.590625, 0.5550351288056206]; [0.5171875, 0.34894613583138173, 0.5890625, 0.39344262295081966]"
000000397455,"[0.4265625, 0.4802784222737819, 0.5890625, 0.642691415313225]; [0.4609375, 0.1554524361948956, 0.49375, 0.20417633410672853]; [0.43125, 0.5197215777262181, 0.50625, 0.6218097447795824]"
000000397461,"[0.25, 0.03044496487119438, 0.5609375, 0.09133489461358314]; [0.4421875, 0.06323185011709602, 0.9984375, 0.117096018735363]; [0.046875, 0.0234192037470726, 0.15625, 0.06088992974238876]; [0.046875, 0.0234192037470726, 0.15625, 0.06088992974238876]; [0.003125, 0, 0.159375, 0.03747072599531616]; [0.1640625, 0.1053864168618267, 0.996875, 0.14988290398126464]; [0.003125, 0.20374707259953162, 0.1, 0.2810304449648712]"
000000397467,"[0.4578125, 0.08829568788501027, 0.5921875, 0.20739219712525667]; [0.6265625, 0.07392197125256673, 0.75, 0.1601642710472279]; [0.240625, 0.33059548254620125, 0.4, 0.4414784394250513]; [0.2234375, 0.1806981519507187, 0.31875, 0.25051334702258726]; [0.575, 0.10472279260780287, 0.63125, 0.16837782340862423]; [0.3703125, 0.1293634496919918, 0.478125, 0.2299794661190965]; [0.825, 0.059548254620123205, 0.9078125, 0.14784394250513347]; [0.825, 0.059548254620123205, 0.9078125, 0.14784394250513347]; [0.5, 0.6652977412731006, 0.6109375, 0.7248459958932238]; [0.1984375, 0.25256673511293637, 0.403125, 0.45790554414784396]; [0.4828125, 0.7515400410677618, 0.565625, 0.8069815195071869]; [0.309375, 0.1704312114989733, 0.375, 0.23203285420944558]"
000000397479,"[0.7484375, 0.2661596958174905, 1, 0.4372623574144487]; [0.8078125, 0.4068441064638783, 0.95, 0.47338403041825095]; [0.5921875, 0.5285171102661597, 0.6703125, 0.5817490494296578]; [0.2359375, 0.5988593155893536, 0.534375, 0.655893536121673]; [0.278125, 0.3821292775665399, 0.4015625, 0.4923954372623574]; [0.2421875, 0.32129277566539927, 0.3859375, 0.4505703422053232]; [0.4875, 0.596958174904943, 0.5875, 0.6349809885931559]; [0.5578125, 0.42775665399239543, 0.7203125, 0.4847908745247148]; [0.5453125, 0.3726235741444867, 0.65, 0.43346007604562736]; [0.6375, 0.3897338403041825, 0.725, 0.4372623574144487]; [0.5546875, 0.6768060836501901, 0.6875, 0.714828897338403]; [0.6015625, 0.7167300380228137, 0.6484375, 0.7547528517110266]"
000000397525,"[0.4, 0.628125, 0.61875, 0.68125]; [0.058333333333333334, 0.0015625, 0.18333333333333332, 0.059375]; [0, 0, 0.17083333333333334, 0.075]"
000000397526,"[0.7122641509433962, 0.953125, 0.9740566037735849, 0.978125]"
000000397605,"[0.30625, 0, 0.8609375, 0.06986899563318777]; [0.0015625, 0, 0.1671875, 0.039301310043668124]"
000000397645,"[0.64375, 0.338785046728972, 0.9796875, 0.6191588785046729]"
000000397664,"[0.603125, 0.3262411347517731, 0.65625, 0.37115839243498816]; [0.6796875, 0.24822695035460993, 0.753125, 0.30969267139479906]; [0.61875, 0.2293144208037825, 0.6734375, 0.27423167848699764]"
